Complaint_ID,Product_ID,Customer_ID,Complaint_Date,Complaint_Type,Resolution_Time_Days,Complaint_Status,Satisfaction_Score,Customer_Loyalty_Score,Customer_Service_Interaction,Brand_Perceived_Image,Customer_Feedback,Additional_Comments
426,9876,6095,2024-12-05 06:32:30.412051392,Incorrect Product,8.0,Resolved,8.815432761653017,3.2176884044306555,Negative,Poor,Packaging was fine but the actual product had issues.,Got the wrong item... so frustrating! What a waste of time.
427,10945,3751,2024-12-05 06:32:30.412051392,Incorrect Product,3.0,Resolved,4.302992473038074,3.186817675750439,Neutral,Average,Customer service wasn't helpful. Not coming back.,Got the wrong item... so frustrating! What a waste of time.
428,2471,7544,2024-12-05 06:32:30.412051392,Packaging Issue,7.0,Resolved,7.086022811384975,8.90666785374166,Positive,Average,"Resolution was fine, but the shipping took forever!",Packaging was fine but the actual product had issues.
429,2436,171,2024-12-05 06:32:30.412051392,Damaged Product,12.0,Unresolved,6.322843812613769,1.6029865440859186,Neutral,Average,Package came way late. Not ordering from here again.,Got the wrong item... so frustrating! What a waste of time.
430,10669,4452,2024-12-05 06:32:30.412051392,Damaged Product,1.0,Pending,8.377906376304644,3.3728620552375728,Neutral,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",Packaging was fine but the actual product had issues.
431,5717,7681,2024-12-05 06:32:30.412051392,Incorrect Product,3.0,Pending,2.6061221949054767,9.507549895876325,Neutral,Poor,"Resolution was fine, but the shipping took forever!",The color was different from the online pictures. Product's okay but that's a letdown.
432,9616,556,2024-12-05 06:32:30.412051392,Incorrect Product,9.0,Unresolved,5.014261942570592,1.2895975339002135,Negative,Good,"Took way too long to get fixed, but the service was okay I guess.",The color was different from the online pictures. Product's okay but that's a letdown.
433,3104,2487,2024-12-05 06:32:30.412051392,Packaging Issue,7.0,Pending,4.888572388196664,6.847151296557324,Neutral,Good,"Arrived in a damaged box, not happy. Seriously?","I dunno, but the product just wasn't what I thought. Disappointed."
434,8062,2545,2024-12-05 06:32:30.412051392,Late Delivery,16.0,Resolved,2.3123469186270227,2.3323425331270955,Neutral,Excellent,Package came way late. Not ordering from here again.,"Honestly, the product wasn't great. Wouldn't recommend it."
435,11105,3606,2024-12-05 06:32:30.412051392,Incorrect Product,1.0,Unresolved,3.544738976235114,7.637520971907896,Neutral,Good,"Resolution was fine, but the shipping took forever!",Customer service wasn't helpful. Not coming back.
436,7252,2656,2024-12-05 06:32:30.412051392,Incorrect Product,,Pending,4.757628316623171,6.027102471189859,Neutral,Poor,"Resolution was fine, but the shipping took forever!","Resolution was fine, but the shipping took forever!"
437,6547,5180,2024-12-05 06:32:30.412051392,Late Delivery,27.0,Unresolved,1.9119709385707384,2.3598292569674233,Negative,Average,"I dunno, but the product just wasn't what I thought. Disappointed.",The color was different from the online pictures. Product's okay but that's a letdown.
438,9069,4405,2024-12-05 06:32:30.412051392,Incorrect Product,8.0,Unresolved,2.4014852707671315,8.42224093484882,Neutral,Poor,Package came way late. Not ordering from here again.,Packaging was fine but the actual product had issues.
439,471,8350,2024-12-05 06:32:30.412051392,Quality Issue,24.0,Pending,6.24957853670141,3.2639105826422736,Negative,Poor,Package came way late. Not ordering from here again.,"Honestly, the product wasn't great. Wouldn't recommend it."
440,633,4614,2024-12-05 06:32:30.412051392,Incorrect Product,25.0,Resolved,7.5228504213065035,1.330042561701064,Neutral,Poor,Package came way late. Not ordering from here again.,The color was different from the online pictures. Product's okay but that's a letdown.
441,10811,10400,2024-12-05 06:32:30.412051392,Damaged Product,20.0,Unresolved,6.018316716052699,2.2047421662607887,Positive,Excellent,"Arrived in a damaged box, not happy. Seriously?","Resolution was fine, but the shipping took forever!"
442,9396,3883,2024-12-05 06:32:30.412051392,Late Delivery,10.0,Unresolved,,7.576592122745054,Positive,Average,"Arrived in a damaged box, not happy. Seriously?",Got the wrong item... so frustrating! What a waste of time.
443,9724,3805,2024-12-05 06:32:30.412051392,Damaged Product,3.0,Pending,9.68275232350937,1.3209270586253554,Neutral,Poor,The color was different from the online pictures. Product's okay but that's a letdown.,The color was different from the online pictures. Product's okay but that's a letdown.
444,6441,9841,2024-12-05 06:32:30.412051392,Quality Issue,9.0,Resolved,8.792868317194172,1.0126582808762437,Positive,Average,Package came way late. Not ordering from here again.,"Resolution was fine, but the shipping took forever!"
445,5332,5820,2024-12-05 06:32:30.412051392,Incorrect Product,17.0,Unresolved,6.885764196409847,3.2723854047422765,Negative,Average,The color was different from the online pictures. Product's okay but that's a letdown.,"Arrived in a damaged box, not happy. Seriously?"
446,482,2211,2024-12-05 06:32:30.412051392,Late Delivery,4.0,Pending,7.279982118354173,5.94530466289173,Neutral,Average,Got the wrong item... so frustrating! What a waste of time.,Got the wrong item... so frustrating! What a waste of time.
447,9788,10309,2024-12-05 06:32:30.412051392,Late Delivery,25.0,Resolved,6.833567204380355,4.379350456978292,Negative,Poor,Customer service wasn't helpful. Not coming back.,"Arrived in a damaged box, not happy. Seriously?"
448,11143,7424,2024-12-05 06:32:30.412051392,Quality Issue,16.0,Resolved,9.477812571107762,5.435009584517672,Positive,Excellent,The color was different from the online pictures. Product's okay but that's a letdown.,"I dunno, but the product just wasn't what I thought. Disappointed."
449,1334,2455,2024-12-05 06:32:30.412051392,Incorrect Product,28.0,Resolved,7.179983040395169,9.617548840762387,Negative,Excellent,,"Took way too long to get fixed, but the service was okay I guess."
450,3463,1187,2024-12-05 06:32:30.412051392,Quality Issue,3.0,Resolved,9.716200381920492,5.9357883389122446,Neutral,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",The color was different from the online pictures. Product's okay but that's a letdown.
451,5968,5770,2024-12-05 06:32:30.412051392,Damaged Product,15.0,Resolved,3.0282623628608922,4.0193221183043395,Neutral,Poor,Packaging was fine but the actual product had issues.,"I dunno, but the product just wasn't what I thought. Disappointed."
452,7973,1065,2024-12-05 06:32:30.412051392,Quality Issue,29.0,Unresolved,8.849727974570873,7.585552867558034,Negative,Poor,The color was different from the online pictures. Product's okay but that's a letdown.,The color was different from the online pictures. Product's okay but that's a letdown.
453,8560,6536,2024-12-05 06:32:30.412051392,Incorrect Product,26.0,Pending,4.73045868079981,8.318353629179517,Neutral,Average,Customer service wasn't helpful. Not coming back.,"Arrived in a damaged box, not happy. Seriously?"
454,3732,9934,2024-12-05 06:32:30.412051392,Packaging Issue,19.0,Resolved,4.111036741119846,4.9686176066062036,Positive,Average,,Packaging was fine but the actual product had issues.
455,8392,6582,2024-12-05 06:32:30.412051392,Late Delivery,5.0,Pending,4.521964779931024,8.456356883983728,Neutral,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.",Package came way late. Not ordering from here again.
456,7982,348,2024-12-05 06:32:30.412051392,Incorrect Product,7.0,Resolved,9.938766689140802,1.1562086743713285,Negative,Poor,Package came way late. Not ordering from here again.,"Resolution was fine, but the shipping took forever!"
457,544,3905,2024-12-05 06:32:30.412051392,Late Delivery,14.0,Resolved,4.753929152568746,5.0531061077400965,Positive,Good,Packaging was fine but the actual product had issues.,Customer service wasn't helpful. Not coming back.
458,10094,6162,2024-12-05 06:32:30.412051392,Incorrect Product,29.0,Pending,5.138147223101392,7.938313222926491,Positive,Excellent,"Arrived in a damaged box, not happy. Seriously?","Resolution was fine, but the shipping took forever!"
459,4078,8219,2024-12-05 06:32:30.412051392,Packaging Issue,16.0,Unresolved,9.138989156256835,8.055300489918707,Positive,Excellent,Package came way late. Not ordering from here again.,The color was different from the online pictures. Product's okay but that's a letdown.
460,10270,805,2024-12-05 06:32:30.412051392,Late Delivery,9.0,Unresolved,9.810566831683996,5.251107742895006,Positive,Average,Packaging was fine but the actual product had issues.,Package came way late. Not ordering from here again.
461,4963,3983,2024-12-05 06:32:30.412051392,Damaged Product,17.0,Resolved,1.605423236050429,3.268562867174879,Positive,Average,Package came way late. Not ordering from here again.,Package came way late. Not ordering from here again.
462,1379,7844,2024-12-05 06:32:30.412051392,Quality Issue,18.0,Resolved,2.3645961406975893,1.8447967488453703,Negative,Average,Got the wrong item... so frustrating! What a waste of time.,"Honestly, the product wasn't great. Wouldn't recommend it."
463,4039,1474,2024-12-05 06:32:30.412051392,Damaged Product,5.0,Unresolved,8.540633699284827,2.8231305752267364,Positive,Good,The color was different from the online pictures. Product's okay but that's a letdown.,Package came way late. Not ordering from here again.
464,5860,1178,2024-12-05 06:32:30.412051392,Late Delivery,,Unresolved,8.128342532589468,6.081672874853824,Neutral,Average,Package came way late. Not ordering from here again.,"I dunno, but the product just wasn't what I thought. Disappointed."
465,6269,8685,2024-12-05 06:32:30.412051392,Packaging Issue,22.0,Pending,8.196506668891676,3.3059291524312444,Neutral,Poor,Customer service wasn't helpful. Not coming back.,Customer service wasn't helpful. Not coming back.
466,4888,6627,2024-12-05 06:32:30.412051392,Quality Issue,27.0,Unresolved,6.199206748842384,7.758862926750428,Neutral,Good,"Arrived in a damaged box, not happy. Seriously?","Took way too long to get fixed, but the service was okay I guess."
467,9224,9065,2024-12-05 06:32:30.412051392,Quality Issue,7.0,Pending,8.84352143766479,7.47187550307418,Positive,Average,"Arrived in a damaged box, not happy. Seriously?",Package came way late. Not ordering from here again.
468,9502,6489,2024-12-05 06:32:30.412051392,Packaging Issue,,Resolved,6.353841604121427,2.6562059709683945,Neutral,Average,Customer service wasn't helpful. Not coming back.,Packaging was fine but the actual product had issues.
469,9884,6766,2024-12-05 06:32:30.412051392,Incorrect Product,7.0,Unresolved,1.6140155014901492,9.319244274440155,Neutral,Excellent,Customer service wasn't helpful. Not coming back.,"I dunno, but the product just wasn't what I thought. Disappointed."
470,4357,1453,2024-12-05 06:32:30.412051392,Incorrect Product,16.0,Resolved,2.022297038831549,7.790266938281597,Neutral,Poor,Package came way late. Not ordering from here again.,The color was different from the online pictures. Product's okay but that's a letdown.
471,9886,5297,2024-12-05 06:32:30.412051392,Packaging Issue,1.0,Unresolved,1.878758505337295,2.758738201183687,Neutral,Poor,Customer service wasn't helpful. Not coming back.,Packaging was fine but the actual product had issues.
472,3688,8265,2024-12-05 06:32:30.412051392,Late Delivery,20.0,Pending,6.117340025365007,9.012544875220149,Neutral,Good,Got the wrong item... so frustrating! What a waste of time.,"Arrived in a damaged box, not happy. Seriously?"
473,6907,777,2024-12-05 06:32:30.412051392,Packaging Issue,20.0,Pending,4.226149045675016,3.7075863976732664,Negative,Poor,Customer service wasn't helpful. Not coming back.,Package came way late. Not ordering from here again.
474,4901,4446,2024-12-05 06:32:30.412051392,Late Delivery,25.0,Resolved,3.2784069233050186,9.074850294718484,Positive,Good,"I dunno, but the product just wasn't what I thought. Disappointed.","Resolution was fine, but the shipping took forever!"
475,5100,5592,2024-12-05 06:32:30.412051392,Quality Issue,13.0,Unresolved,1.5493223430928413,8.206446104391622,Neutral,Average,"Took way too long to get fixed, but the service was okay I guess.",Got the wrong item... so frustrating! What a waste of time.
476,10281,5139,2024-12-05 06:32:30.412051392,Damaged Product,26.0,Unresolved,2.9890315118492357,6.315587472114451,Neutral,Average,"Took way too long to get fixed, but the service was okay I guess.",Got the wrong item... so frustrating! What a waste of time.
477,5934,8073,2024-12-05 06:32:30.412051392,Packaging Issue,19.0,Unresolved,9.679216955677031,8.676304923371177,Neutral,Average,The color was different from the online pictures. Product's okay but that's a letdown.,"Honestly, the product wasn't great. Wouldn't recommend it."
478,8525,6500,2024-12-05 06:32:30.412051392,Incorrect Product,21.0,Pending,9.682603412537272,6.642189600111301,Negative,Poor,"Arrived in a damaged box, not happy. Seriously?",The color was different from the online pictures. Product's okay but that's a letdown.
479,7633,4231,2024-12-05 06:32:30.412051392,Quality Issue,27.0,Resolved,6.887132098950464,7.176570094230349,Negative,Excellent,Packaging was fine but the actual product had issues.,"Took way too long to get fixed, but the service was okay I guess."
480,1801,11252,2024-12-05 06:32:30.412051392,Incorrect Product,1.0,Resolved,4.267545066272852,7.087087265530591,Negative,Poor,Package came way late. Not ordering from here again.,Package came way late. Not ordering from here again.
481,2677,2193,2024-12-05 06:32:30.412051392,Quality Issue,29.0,Resolved,8.08487570771919,8.436946753597534,Positive,Average,The color was different from the online pictures. Product's okay but that's a letdown.,"Honestly, the product wasn't great. Wouldn't recommend it."
482,9205,8558,2024-12-05 06:32:30.412051392,Damaged Product,13.0,Resolved,3.9177647539287985,5.674134326646537,Positive,Excellent,"Took way too long to get fixed, but the service was okay I guess.",Package came way late. Not ordering from here again.
483,8222,3037,2024-12-05 06:32:30.412051392,Damaged Product,4.0,Resolved,9.799955701421315,5.055550643724662,Positive,Poor,Package came way late. Not ordering from here again.,"Honestly, the product wasn't great. Wouldn't recommend it."
484,729,1251,2024-12-05 06:32:30.412051392,Late Delivery,20.0,Unresolved,7.668853153872017,1.6069536532479325,Neutral,Excellent,"Honestly, the product wasn't great. Wouldn't recommend it.",Customer service wasn't helpful. Not coming back.
485,10095,10199,2024-12-05 06:32:30.412051392,Quality Issue,23.0,Unresolved,5.499288833005398,8.915825909932277,Neutral,Average,"Took way too long to get fixed, but the service was okay I guess.","I dunno, but the product just wasn't what I thought. Disappointed."
486,1103,1000,2024-12-05 06:32:30.412051392,Quality Issue,29.0,Pending,1.3239280991808817,3.0855623786952666,Negative,Excellent,Got the wrong item... so frustrating! What a waste of time.,Packaging was fine but the actual product had issues.
487,4645,5567,2024-12-05 06:32:30.412051392,Late Delivery,3.0,Pending,2.2867853582660658,6.53746947812526,Positive,Poor,"Honestly, the product wasn't great. Wouldn't recommend it.","Honestly, the product wasn't great. Wouldn't recommend it."
488,1247,1681,2024-12-05 06:32:30.412051392,Incorrect Product,5.0,Pending,1.238037769871502,7.7235845699419805,Neutral,Excellent,"I dunno, but the product just wasn't what I thought. Disappointed.",Packaging was fine but the actual product had issues.
489,450,8607,2024-12-05 06:32:30.412051392,Damaged Product,1.0,Resolved,,5.315668559412575,Neutral,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",Packaging was fine but the actual product had issues.
490,2212,4382,2024-12-05 06:32:30.412051392,Damaged Product,15.0,Unresolved,3.9972966724029426,9.020059840773735,Positive,Average,The color was different from the online pictures. Product's okay but that's a letdown.,"Took way too long to get fixed, but the service was okay I guess."
491,1082,645,2024-12-05 06:32:30.412051392,Late Delivery,2.0,Resolved,9.142368896937262,9.93931728602927,Positive,Excellent,"Arrived in a damaged box, not happy. Seriously?","Took way too long to get fixed, but the service was okay I guess."
492,2923,3293,2024-12-05 06:32:30.412051392,Packaging Issue,27.0,Resolved,7.834089155682625,9.724669556634677,Negative,Poor,Got the wrong item... so frustrating! What a waste of time.,Got the wrong item... so frustrating! What a waste of time.
493,5850,10753,2024-12-05 06:32:30.412051392,Packaging Issue,16.0,Resolved,6.9294890884476175,6.331124587265184,Negative,Average,"Arrived in a damaged box, not happy. Seriously?","Honestly, the product wasn't great. Wouldn't recommend it."
494,163,3199,2024-12-05 06:32:30.412051392,Damaged Product,17.0,Pending,4.169955055697672,8.098267042416204,Negative,Poor,Got the wrong item... so frustrating! What a waste of time.,"Arrived in a damaged box, not happy. Seriously?"
495,2843,752,2024-12-05 06:32:30.412051392,Damaged Product,25.0,Resolved,3.4795409539413,5.686472234522404,Negative,Average,"Honestly, the product wasn't great. Wouldn't recommend it.",Customer service wasn't helpful. Not coming back.
496,2975,8678,2024-12-05 06:32:30.412051392,Damaged Product,7.0,Unresolved,8.050960760600809,3.335198878007008,Negative,Poor,Customer service wasn't helpful. Not coming back.,Got the wrong item... so frustrating! What a waste of time.
497,7074,10361,2024-12-05 06:32:30.412051392,Damaged Product,3.0,Unresolved,4.957291263563878,1.4869209615943866,Positive,Good,"Resolution was fine, but the shipping took forever!","Took way too long to get fixed, but the service was okay I guess."
498,9550,75,2024-12-05 06:32:30.412051392,Incorrect Product,12.0,Resolved,9.432884121257931,5.059847967362872,Negative,Excellent,"Took way too long to get fixed, but the service was okay I guess.",Packaging was fine but the actual product had issues.
499,3538,4354,2024-12-05 06:32:30.412051392,Quality Issue,18.0,Unresolved,2.3345958597485126,1.1386402589877282,Negative,Poor,"Honestly, the product wasn't great. Wouldn't recommend it.",Packaging was fine but the actual product had issues.
500,4831,10207,2024-12-05 06:32:30.412051392,Packaging Issue,17.0,Pending,7.320346959282533,8.927076053350461,Negative,Average,The color was different from the online pictures. Product's okay but that's a letdown.,Package came way late. Not ordering from here again.
501,4719,7880,2024-12-05 06:32:30.412051392,Packaging Issue,14.0,Unresolved,5.592166830006333,1.3812935688985286,Negative,Average,The color was different from the online pictures. Product's okay but that's a letdown.,Package came way late. Not ordering from here again.
502,8339,3315,2024-12-05 06:32:30.412051392,Packaging Issue,,Unresolved,8.115507900326305,3.8945207007788225,Neutral,Poor,"Resolution was fine, but the shipping took forever!",Got the wrong item... so frustrating! What a waste of time.
503,7980,11021,2024-12-05 06:32:30.412051392,Incorrect Product,12.0,Unresolved,3.2086378427618225,4.386547177433204,Negative,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",The color was different from the online pictures. Product's okay but that's a letdown.
504,10687,7847,2024-12-05 06:32:30.412051392,Damaged Product,14.0,Unresolved,3.4832074405520865,7.100649780809938,Neutral,Excellent,"Took way too long to get fixed, but the service was okay I guess.","Resolution was fine, but the shipping took forever!"
505,9554,3245,2024-12-05 06:32:30.412051392,Packaging Issue,6.0,Resolved,9.734787346744675,2.0013809201010986,Positive,Good,"Resolution was fine, but the shipping took forever!",The color was different from the online pictures. Product's okay but that's a letdown.
506,888,5624,2024-12-05 06:32:30.412051392,Late Delivery,28.0,Pending,6.616023391911219,9.138983942668995,Neutral,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.",Got the wrong item... so frustrating! What a waste of time.
507,3098,4531,2024-12-05 06:32:30.412051392,Packaging Issue,7.0,Pending,7.340431818560167,4.891440798410647,Neutral,Excellent,The color was different from the online pictures. Product's okay but that's a letdown.,"I dunno, but the product just wasn't what I thought. Disappointed."
508,2933,7415,2024-12-05 06:32:30.412051392,Late Delivery,20.0,Pending,3.2823641336997484,7.176769708361181,Neutral,Good,"Resolution was fine, but the shipping took forever!",The color was different from the online pictures. Product's okay but that's a letdown.
509,8553,10402,2024-12-05 06:32:30.412051392,Quality Issue,12.0,Unresolved,1.7314664654154917,,Positive,Poor,Package came way late. Not ordering from here again.,Packaging was fine but the actual product had issues.
510,276,2887,2024-12-05 06:32:30.412051392,Quality Issue,22.0,Unresolved,5.898368033971527,1.6311706070811436,Positive,Average,"Resolution was fine, but the shipping took forever!","Resolution was fine, but the shipping took forever!"
511,8906,2050,2024-12-05 06:32:30.412051392,Incorrect Product,7.0,Resolved,6.752605707629506,2.326699803406811,Neutral,Excellent,Customer service wasn't helpful. Not coming back.,"Arrived in a damaged box, not happy. Seriously?"
512,10499,736,2024-12-05 06:32:30.412051392,Late Delivery,29.0,Resolved,4.885249825366626,5.677405091165765,Neutral,Poor,"Resolution was fine, but the shipping took forever!",Packaging was fine but the actual product had issues.
513,10225,10716,2024-12-05 06:32:30.412051392,Damaged Product,4.0,Resolved,7.937564457201469,1.9990389503157475,Positive,Excellent,"Resolution was fine, but the shipping took forever!",Customer service wasn't helpful. Not coming back.
514,10021,3009,2024-12-05 06:32:30.412051392,Packaging Issue,29.0,Unresolved,8.389000621361939,9.033220662183423,Negative,Poor,Got the wrong item... so frustrating! What a waste of time.,"Honestly, the product wasn't great. Wouldn't recommend it."
515,6117,3031,2024-12-05 06:32:30.412051392,Damaged Product,15.0,Pending,3.5838831725617384,9.211754453017768,Positive,Excellent,Got the wrong item... so frustrating! What a waste of time.,"I dunno, but the product just wasn't what I thought. Disappointed."
516,4868,3643,2024-12-05 06:32:30.412051392,Incorrect Product,16.0,Unresolved,4.821254269134956,1.7626708937040851,Negative,Poor,Package came way late. Not ordering from here again.,"Took way too long to get fixed, but the service was okay I guess."
517,5140,10158,2024-12-05 06:32:30.412051392,Incorrect Product,18.0,Unresolved,9.223569503010857,1.3013242434613308,Neutral,Good,Got the wrong item... so frustrating! What a waste of time.,"I dunno, but the product just wasn't what I thought. Disappointed."
518,2282,9562,2024-12-05 06:32:30.412051392,Damaged Product,13.0,Resolved,8.075990467983278,8.60449688555677,Negative,Average,"Took way too long to get fixed, but the service was okay I guess.","I dunno, but the product just wasn't what I thought. Disappointed."
519,4152,7256,2024-12-05 06:32:30.412051392,Incorrect Product,19.0,Pending,9.112107132452426,2.0916849173689984,Positive,Average,"Resolution was fine, but the shipping took forever!","Arrived in a damaged box, not happy. Seriously?"
520,2398,9487,2024-12-05 06:32:30.412051392,Damaged Product,21.0,Unresolved,7.950981167537786,3.283319848629707,Neutral,Average,"Honestly, the product wasn't great. Wouldn't recommend it.","Resolution was fine, but the shipping took forever!"
521,610,4138,2024-12-05 06:32:30.412051392,Damaged Product,1.0,Resolved,6.93755362715849,7.235296006465257,Neutral,Poor,,The color was different from the online pictures. Product's okay but that's a letdown.
522,490,556,2024-12-05 06:32:30.412051392,Packaging Issue,10.0,Resolved,2.3595051032545835,6.115874321137567,Negative,Average,Packaging was fine but the actual product had issues.,Customer service wasn't helpful. Not coming back.
523,2453,7775,2024-12-05 06:32:30.412051392,Late Delivery,27.0,Resolved,9.861729387335448,8.51939406124647,Positive,Excellent,"Resolution was fine, but the shipping took forever!",Customer service wasn't helpful. Not coming back.
524,6428,1969,2024-12-05 06:32:30.412051392,Packaging Issue,27.0,Pending,5.432000647539593,2.2240437401356328,Negative,Good,,"Resolution was fine, but the shipping took forever!"
525,10065,7188,2024-12-05 06:32:30.412051392,Quality Issue,28.0,Pending,5.315517891775087,1.65855055914871,Neutral,Excellent,"Resolution was fine, but the shipping took forever!","Arrived in a damaged box, not happy. Seriously?"
526,5727,7948,2024-12-05 06:32:30.412051392,Incorrect Product,10.0,Pending,4.220414987835222,8.516684068025416,Positive,Average,"I dunno, but the product just wasn't what I thought. Disappointed.",Got the wrong item... so frustrating! What a waste of time.
527,8135,1432,2024-12-05 06:32:30.412051392,Incorrect Product,28.0,Pending,2.170007886419196,2.0405606733199404,Neutral,Poor,"Arrived in a damaged box, not happy. Seriously?","Resolution was fine, but the shipping took forever!"
528,2828,4256,2024-12-05 06:32:30.412051392,Quality Issue,5.0,Resolved,,2.7284145443673036,Negative,Poor,"I dunno, but the product just wasn't what I thought. Disappointed.","Arrived in a damaged box, not happy. Seriously?"
529,5016,10086,2024-12-05 06:32:30.412051392,Incorrect Product,20.0,Resolved,8.625509163679663,1.6037144114940982,Negative,Average,"Arrived in a damaged box, not happy. Seriously?",Customer service wasn't helpful. Not coming back.
530,5759,3656,2024-12-05 06:32:30.412051392,Damaged Product,24.0,Unresolved,6.941106963666164,9.004182645169974,Positive,Excellent,"Arrived in a damaged box, not happy. Seriously?",The color was different from the online pictures. Product's okay but that's a letdown.
531,7299,7796,2024-12-05 06:32:30.412051392,Packaging Issue,4.0,Resolved,6.371065687821166,6.722314462897638,Negative,Poor,"Resolution was fine, but the shipping took forever!",Packaging was fine but the actual product had issues.
532,4546,5225,2024-12-05 06:32:30.412051392,Incorrect Product,13.0,Pending,8.638686198704793,2.081469500030018,Negative,Average,Packaging was fine but the actual product had issues.,Package came way late. Not ordering from here again.
533,10785,7317,2024-12-05 06:32:30.412051392,Incorrect Product,19.0,Unresolved,3.9540521646713382,9.654202865070475,Negative,Average,"I dunno, but the product just wasn't what I thought. Disappointed.",Packaging was fine but the actual product had issues.
534,5691,2951,2024-12-05 06:32:30.412051392,Quality Issue,15.0,Pending,5.476762025632676,8.802719706363545,Negative,Poor,"Took way too long to get fixed, but the service was okay I guess.","Resolution was fine, but the shipping took forever!"
535,6173,707,2024-12-05 06:32:30.412051392,Quality Issue,1.0,Resolved,5.028246930440598,2.3143905484659704,Positive,Poor,"Arrived in a damaged box, not happy. Seriously?",Customer service wasn't helpful. Not coming back.
536,4588,1326,2024-12-05 06:32:30.412051392,Late Delivery,13.0,Unresolved,4.737497530306269,5.003345812470748,Negative,Good,"Honestly, the product wasn't great. Wouldn't recommend it.",The color was different from the online pictures. Product's okay but that's a letdown.
537,293,9873,2024-12-05 06:32:30.412051392,Quality Issue,26.0,Unresolved,2.963443650602097,7.8754341856567915,Neutral,Good,The color was different from the online pictures. Product's okay but that's a letdown.,Package came way late. Not ordering from here again.
538,9746,3332,2024-12-05 06:32:30.412051392,Late Delivery,2.0,Unresolved,8.16840646590338,1.5693663638603237,Neutral,Good,"I dunno, but the product just wasn't what I thought. Disappointed.",Customer service wasn't helpful. Not coming back.
539,1148,2710,2024-12-05 06:32:30.412051392,Damaged Product,7.0,Pending,6.226382619758839,8.587653972415033,Positive,Good,Packaging was fine but the actual product had issues.,"Resolution was fine, but the shipping took forever!"
540,6298,6166,2024-12-05 06:32:30.412051392,Damaged Product,17.0,Resolved,4.517661122288806,5.175653701597455,Neutral,Average,Packaging was fine but the actual product had issues.,Got the wrong item... so frustrating! What a waste of time.
541,3622,8148,2024-12-05 06:32:30.412051392,Packaging Issue,22.0,Pending,1.6436342412786062,1.6807964927231116,Negative,Good,Got the wrong item... so frustrating! What a waste of time.,"Resolution was fine, but the shipping took forever!"
542,8299,10394,2024-12-05 06:32:30.412051392,Quality Issue,20.0,Pending,5.547125943401187,5.038674633441273,Positive,Average,"Resolution was fine, but the shipping took forever!","Resolution was fine, but the shipping took forever!"
543,7038,3926,2024-12-05 06:32:30.412051392,Packaging Issue,,Unresolved,3.43388903506224,1.0848030666672122,Neutral,Average,Customer service wasn't helpful. Not coming back.,"Took way too long to get fixed, but the service was okay I guess."
544,255,8266,2024-12-05 06:32:30.412051392,Damaged Product,,Resolved,7.250947597565434,2.309779527352854,Negative,Good,Got the wrong item... so frustrating! What a waste of time.,"Resolution was fine, but the shipping took forever!"
545,6532,5689,2024-12-05 06:32:30.412051392,Packaging Issue,,Resolved,6.598979442947439,7.157268997103757,Negative,Poor,Customer service wasn't helpful. Not coming back.,"Arrived in a damaged box, not happy. Seriously?"
546,4822,6572,2024-12-05 06:32:30.412051392,Late Delivery,7.0,Unresolved,4.729375183716633,8.728452451303355,Negative,Poor,"Arrived in a damaged box, not happy. Seriously?","Honestly, the product wasn't great. Wouldn't recommend it."
547,1204,9594,2024-12-05 06:32:30.412051392,Packaging Issue,10.0,Resolved,,3.972002275832617,Positive,Good,"Took way too long to get fixed, but the service was okay I guess.","Arrived in a damaged box, not happy. Seriously?"
548,4429,1703,2024-12-05 06:32:30.412051392,Quality Issue,15.0,Pending,5.100871386120396,2.0744121489381047,Negative,Average,"Took way too long to get fixed, but the service was okay I guess.",Customer service wasn't helpful. Not coming back.
549,3502,7595,2024-12-05 06:32:30.412051392,Packaging Issue,28.0,Pending,9.718295157853783,3.6607404116320854,Negative,Good,Customer service wasn't helpful. Not coming back.,"Took way too long to get fixed, but the service was okay I guess."
550,1955,9810,2024-12-05 06:32:30.412051392,Quality Issue,26.0,Unresolved,6.008650381363081,9.60606698011688,Positive,Excellent,"Took way too long to get fixed, but the service was okay I guess.",The color was different from the online pictures. Product's okay but that's a letdown.
551,1932,5405,2024-12-05 06:32:30.412051392,Damaged Product,,Pending,8.95521485413658,7.076403812986558,Negative,Poor,,"Honestly, the product wasn't great. Wouldn't recommend it."
552,4762,4184,2024-12-05 06:32:30.412051392,Quality Issue,27.0,Pending,4.587019468045623,2.3654413348085432,Positive,Poor,Packaging was fine but the actual product had issues.,
553,10477,8074,2024-12-05 06:32:30.412051392,Quality Issue,29.0,Pending,3.536171168483296,7.584417045004264,Negative,Excellent,,"Resolution was fine, but the shipping took forever!"
554,6667,8326,2024-12-05 06:32:30.412051392,Quality Issue,22.0,Unresolved,7.587595505786983,4.184505171787897,Positive,Excellent,"Resolution was fine, but the shipping took forever!","Resolution was fine, but the shipping took forever!"
